MDL16CS001	8.48382978723404255319
MDL16CS002	8.59659574468085106382
MDL16CS004	6.93787234042553191489
MDL16CS005	5.63617021276595744680
MDL16CS006	8.30787234042553191489
MDL16CS007	9.17510638297872340425
MDL16CS013	8.74063829787234042553
MDL16CS015	8.69829787234042553191
MDL16CS017	8.15234042553191489361
MDL16CS019	7.68957446808510638297
MDL16CS020	9.01957446808510638297
MDL16CS022	8.00148936170212765957
MDL16CS024	6.52148936170212765957
MDL16CS025	8.03489361702127659574
MDL16CS026	8.28787234042553191489
MDL16CS027	8.48212765957446808510
MDL16CS031	7.21510638297872340425
MDL16CS032	8.95595744680851063829
MDL16CS034	9.19872340425531914893
MDL16CS038	8.74468085106382978723
MDL16CS039	8.68404255319148936170
MDL16CS040	8.69978723404255319148
MDL16CS041	7.91000000000000000000
MDL16CS048	8.75042553191489361702
MDL16CS049	4.41744680851063829787
MDL16CS050	9.53085106382978723404
MDL16CS054	8.31680851063829787234
MDL16CS056	9.36723404255319148936
MDL16CS058	8.71234042553191489361
MDL16CS060	8.49085106382978723404
MDL16CS061	6.23510638297872340425
MDL16CS063	8.56000000000000000000
MDL16CS067	8.32787234042553191489
MDL16CS071	9.31489361702127659574
MDL16CS072	8.41000000000000000000
MDL16CS073	9.38042553191489361702
MDL16CS077	8.41787234042553191489
MDL16CS078	9.33957446808510638297
MDL16CS079	9.44212765957446808510
MDL16CS082	8.75553191489361702127
MDL16CS083	8.65659574468085106382
MDL16CS086	9.10361702127659574468
MDL16CS088	9.18021276595744680851
MDL16CS090	7.95425531914893617021
MDL16CS091	8.88872340425531914893
MDL16CS093	9.39574468085106382978
MDL16CS094	7.94021276595744680851
MDL16CS095	8.95702127659574468085
MDL16CS098	4.24851063829787234042
MDL16CS099	9.10468085106382978723
MDL16CS101	8.70723404255319148936
MDL16CS103	8.72382978723404255319
MDL16CS104	7.38446808510638297872
MDL16CS105	8.68914893617021276595
MDL16CS107	8.78510638297872340425
MDL16CS111	9.01319148936170212765
MDL16CS115	8.46148936170212765957
MDL16CS116	7.94808510638297872340
MDL16CS120	7.20808510638297872340
MDL16CS121	5.25553191489361702127
MDL16CS123	9.03212765957446808510
